,Unnamed: 0,text,label,tidy_tweet,tidy_tweet_tokens,tokens_no_stop
424,550,"Bianca is ""feeling sick"". She tried the baked Greek eggs.

#MKR",none,bianca feeling sick tried baked greek eggs,"['feel|VERB', 'sick|ADJ', 'try|VERB', 'baked|ADJ', 'greek|ADJ', 'egg|NOUN']","['feel|VERB', 'sick|ADJ', 'try|VERB', 'baked|ADJ', 'greek|ADJ', 'egg|NOUN']"
425,551,"""Fingers crossed it tastes good.""
Cut to punter ""It tastes like cardboard.""

#MKR",none,fingers crossed tastes good punter tastes like cardboard,"['finger|NOUN', 'cross|VERB', 'taste|NOUN', 'good|ADJ', 'punter|NOUN', 'taste|NOUN', 'like|SCONJ', 'cardboard|NOUN']","['finger|NOUN', 'cross|VERB', 'taste|NOUN', 'good|ADJ', 'punter|NOUN', 'taste|NOUN', 'like|SCONJ', 'cardboard|NOUN']"
426,552,"You haven't actually ""sold out"" if you're not charging for the food.

(Though you have sold out metaphorically.)

#MKR",none,haven actually sold charging food though have sold metaphorically,"['actually|ADV', 'sell|VERB', 'charge|VERB', 'food|NOUN', 'though|ADV', 'have|AUX', 'sell|VERB', 'metaphorically|ADV']","['actually|ADV', 'sell|VERB', 'charge|VERB', 'food|NOUN', 'though|ADV', 'sell|VERB', 'metaphorically|ADV']"
427,553,"RT @bookshopaddict: ""It's a dish that could appeal to the public.  The moronic, ignorant public that don't eat a Paleo diet."" - Pete  #mkr",none,dish that could appeal public moronic ignorant public that paleo diet pete,"['dish|VERB', 'that|DET', 'could|VERB', 'appeal|VERB', 'public|ADJ', 'moronic|ADJ', 'ignorant|ADJ', 'public|NOUN', 'that|SCONJ']","['dish|VERB', 'could|VERB', 'appeal|VERB', 'public|ADJ', 'moronic|ADJ', 'ignorant|ADJ', 'public|NOUN']"
428,554,"Seriously, if Men at Work can be sued for the ""Kookaburra"" rift, then #masterchefau should be able to retire after taking #MKR to court.",none,seriously work sued kookaburra rift then should able retire after taking court,"['seriously|ADV', 'work|NOUN', 'sue|VERB', 'then|ADV', 'should|VERB', 'able|ADJ', 'retire|NOUN', 'after|ADP', 'take|VERB', 'court|NOUN']","['seriously|ADV', 'work|NOUN', 'sue|VERB', 'able|ADJ', 'retire|NOUN', 'take|VERB', 'court|NOUN']"
429,555,"""Definitely 8 out of 10. Unless you're Kat and Andre. Then it's a solid and strategic 2 out of 10.""

#MKR",none,definitely unless andre then solid strategic,"['definitely|ADV', 'unless|SCONJ', 'then|ADV', 'solid|ADJ', 'strategic|ADJ']","['definitely|ADV', 'unless|SCONJ', 'solid|ADJ', 'strategic|ADJ']"
430,556,"""We're in our element serving food we've cooked.Which turned out a whole lot better than Plan A: serving food someone else had cooked.""
#MKR",none,element serving food cooked which turned whole better than plan serving food someone else cooked,"['element|NOUN', 'serve|VERB', 'food|NOUN', 'cook|VERB', 'which|DET', 'turn|VERB', 'whole|ADV', 'well|ADV', 'than|SCONJ', 'plan|NOUN', 'serve|VERB', 'food|NOUN', 'else|ADV', 'cook|VERB']","['element|NOUN', 'serve|VERB', 'food|NOUN', 'cook|VERB', 'turn|VERB', 'whole|ADV', 'well|ADV', 'plan|NOUN', 'serve|VERB', 'food|NOUN', 'else|ADV', 'cook|VERB']"
431,557,"""Isn't raw egg in tomato poured onto a plate better than nothing?""

No.  Just no.

#MKR",none,tomato poured onto plate better than nothing just,"['pour|VERB', 'onto|ADP', 'plate|NOUN', 'well|ADV', 'than|SCONJ', 'just|ADV']","['pour|VERB', 'onto|ADP', 'plate|NOUN', 'well|ADV']"
432,558,"If your benchmark for success is Team Greek next door, then you're always going to be feeling confident.

#MKR",none,your benchmark success team greek next door then always going feeling confident,"['-PRON-|DET', 'benchmark|ADJ', 'success|NOUN', 'team|NOUN', 'greek|VERB', 'next|ADJ', 'door|NOUN', 'then|ADV', 'always|ADV', 'go|VERB', 'feel|VERB', 'confident|ADJ']","['benchmark|ADJ', 'success|NOUN', 'team|NOUN', 'greek|VERB', 'next|ADJ', 'door|NOUN', 'always|ADV', 'go|VERB', 'feel|VERB', 'confident|ADJ']"
433,559,"Suddenly 3 x the number of people who could ever possibly fill the tents pictured in the camp site earlier, rock up for breakfast.

#MKR",none,suddenly number people could ever possibly fill tents pictured camp site earlier rock breakfast,"['suddenly|ADV', 'number|NOUN', 'people|NOUN', 'could|VERB', 'ever|ADV', 'possibly|ADV', 'fill|VERB', 'tent|NOUN', 'picture|VERB', 'camp|NOUN', 'site|NOUN', 'early|ADV', 'rock|NOUN', 'breakfast|NOUN']","['suddenly|ADV', 'number|NOUN', 'people|NOUN', 'could|VERB', 'ever|ADV', 'possibly|ADV', 'fill|VERB', 'tent|NOUN', 'picture|VERB', 'camp|NOUN', 'site|NOUN', 'early|ADV', 'rock|NOUN', 'breakfast|NOUN']"
434,560,"Nicki's ""that's not good"" pout bought to you by Botox[™].

#MKR",none,nicki that good pout bought botox,"['that|DET', 'good|ADJ', 'pout|NOUN', 'buy|VERB', 'botox|NOUN']","['good|ADJ', 'pout|NOUN', 'buy|VERB', 'botox|NOUN']"
435,561,#MKR2015 #MKR why do they keep saying that they are so pretty,sexism,they keep saying that they pretty,"['keep|VERB', 'say|VERB', 'that|SCONJ', 'pretty|ADV']","['keep|VERB', 'say|VERB', 'pretty|ADV']"
436,562,#MKR2015 #MKR why do they keep saying that they are so pretty,none,they keep saying that they pretty,"['keep|VERB', 'say|VERB', 'that|SCONJ', 'pretty|ADV']","['keep|VERB', 'say|VERB', 'pretty|ADV']"
437,563,#MKR2015 #MKR why do they keep saying that they are so pretty,sexism,they keep saying that they pretty,"['keep|VERB', 'say|VERB', 'that|SCONJ', 'pretty|ADV']","['keep|VERB', 'say|VERB', 'pretty|ADV']"
438,564,#MKR2015 #MKR why do they keep saying that they are so pretty,none,they keep saying that they pretty,"['keep|VERB', 'say|VERB', 'that|SCONJ', 'pretty|ADV']","['keep|VERB', 'say|VERB', 'pretty|ADV']"
439,570,#mkr Dumb blondes with pretty faces ? Well you got that half right girls :),sexism,dumb blondes with pretty faces well that half right girls,"['dumb|ADJ', 'blonde|NOUN', 'with|ADP', 'pretty|ADJ', 'face|NOUN', 'well|ADV', 'that|SCONJ', 'half|ADJ', 'right|ADJ', 'girl|NOUN']","['dumb|ADJ', 'blonde|NOUN', 'pretty|ADJ', 'face|NOUN', 'well|ADV', 'half|ADJ', 'right|ADJ', 'girl|NOUN']"
440,572,RT @fee_bee_63: A 7? This bloke is utterly demented. #MKR,none,this bloke utterly demented,"['this|DET', 'bloke|NOUN', 'utterly|ADV', 'demente|VERB']","['bloke|NOUN', 'utterly|ADV', 'demente|VERB']"
441,573,#mkr Ewww who picks at their partners teeth at the bloody table ??,none,ewww picks their partners teeth bloody table,"['pick|VERB', '-PRON-|DET', 'partner|NOUN', 'tooth|NOUN', 'bloody|ADJ', 'table|NOUN']","['pick|VERB', 'partner|NOUN', 'tooth|NOUN', 'bloody|ADJ', 'table|NOUN']"
442,574,#mkr Call that a Serving of sorbet ?? My dog does bigger shits than that !!,none,call that serving sorbet does bigger shits than that,"['call|VERB', 'that|DET', 'serve|VERB', 'sorbet|NOUN', 'do|AUX', 'big|ADJ', 'shit|NOUN', 'than|SCONJ', 'that|DET']","['call|VERB', 'serve|VERB', 'sorbet|NOUN', 'big|ADJ', 'shit|NOUN']"
443,575,#mkr I think I just threw up in my mouth :(,none,think just threw mouth,"['think|VERB', 'just|ADV', 'throw|VERB', 'mouth|NOUN']","['think|VERB', 'throw|VERB', 'mouth|NOUN']"
444,577,correction #MKR katie and nikki are really the dumb blonde ones,sexism,correction katie nikki really dumb blonde ones,"['really|ADV', 'dumb|ADJ', 'blonde|ADJ', 'one|NOUN']","['really|ADV', 'dumb|ADJ', 'blonde|ADJ', 'one|NOUN']"
445,578,Dumb blondes with pretty faces..? #MKR,sexism,dumb blondes with pretty faces,"['dumb|ADJ', 'blonde|NOUN', 'with|ADP', 'pretty|ADJ', 'face|NOUN']","['dumb|ADJ', 'blonde|NOUN', 'pretty|ADJ', 'face|NOUN']"
446,580,RT @_little_old_me: Who are the pretty girls these 2 blonde scrubbers keep talking about? #MKR,sexism,pretty girls these blonde scrubbers keep talking about,"['pretty|ADJ', 'girl|NOUN', 'these|DET', 'blonde|ADJ', 'scrubber|NOUN', 'keep|VERB', 'talk|VERB', 'about|ADP']","['pretty|ADJ', 'girl|NOUN', 'blonde|ADJ', 'scrubber|NOUN', 'keep|VERB', 'talk|VERB']"
447,581,"this is total  BS - I don't know if  I can stand anymore of the Butchers of Bimbo.
weaning off #MKR",sexism,this total know stand anymore butchers bimbo weaning,"['this|DET', 'total|ADJ', 'know|NOUN', 'stand|NOUN', 'anymore|ADP', 'butcher|NOUN', 'bimbo|VERB', 'wean|VERB']","['total|ADJ', 'know|NOUN', 'stand|NOUN', 'anymore|ADP', 'butcher|NOUN', 'bimbo|VERB', 'wean|VERB']"
448,582,RT @RobinRiedstra: Don't overthink it girls. Just stick out a can of cool whip and a banana. #mkr,sexism,overthink girls just stick cool whip banana,"['overthink|NOUN', 'girl|NOUN', 'just|ADV', 'stick|VERB', 'cool|ADJ', 'whip|NOUN', 'banana|NOUN']","['overthink|NOUN', 'girl|NOUN', 'stick|VERB', 'cool|ADJ', 'whip|NOUN', 'banana|NOUN']"
449,583,RT @PatriceChienne: Everything is deconstructed. They're no good at erections then? #MKR,sexism,everything deconstructed they good erections then,"['deconstruct|VERB', 'good|ADJ', 'erection|NOUN', 'then|ADV']","['deconstruct|VERB', 'good|ADJ', 'erection|NOUN']"
450,584,"RT @PatriceChienne: Deconstructed lemon tart, because we're too bloody lazy and incompetent to do it properly? #MKR",sexism,deconstructed lemon tart because bloody lazy incompetent properly,"['tart|NOUN', 'because|SCONJ', 'bloody|ADJ', 'lazy|ADJ', 'incompetent|ADJ', 'properly|ADV']","['tart|NOUN', 'bloody|ADJ', 'lazy|ADJ', 'incompetent|ADJ', 'properly|ADV']"
451,585,RT @LisaMRomano: My little lemon tarts #mkr http://t.co/XcwiPfRXmo,none,little lemon tarts,"['little|ADJ', 'lemon|NOUN', 'tart|NOUN']","['little|ADJ', 'lemon|NOUN', 'tart|NOUN']"
452,586,RT @shannoneurell: Fark. At this rate #mkr won't crown a winner until 2022. Just get on with it,none,fark this rate crown winner until just with,"['fark|VERB', 'this|DET', 'rate|NOUN', 'crown|NOUN', 'winner|NOUN', 'until|ADP', 'just|ADV', 'with|ADP']","['fark|VERB', 'rate|NOUN', 'crown|NOUN', 'winner|NOUN']"
453,587,RT @john_rosato: #mkr heading into 2017 with another instant restaurant round,none,heading into with another instant restaurant round,"['head|VERB', 'into|ADP', 'with|ADP', 'another|DET', 'instant|ADJ', 'restaurant|NOUN', 'round|NOUN']","['head|VERB', 'another|DET', 'instant|ADJ', 'restaurant|NOUN', 'round|NOUN']"
454,588,RT @SJL181: This is like that Movie from the 80's. The Never Ending Story. #MKR,none,this like that movie from never ending story,"['this|DET', 'like|SCONJ', 'that|DET', 'movie|NOUN', 'from|ADP', 'never|ADV', 'end|VERB', 'story|NOUN']","['like|SCONJ', 'movie|NOUN', 'never|ADV', 'end|VERB', 'story|NOUN']"
455,589,RT @norme73: #mkr aaaah fark. now I wish those raspberries were Nannas,none,aaaah fark wish those raspberries were nannas,"['wish|VERB', 'those|DET', 'raspberry|NOUN', 'be|AUX', 'nanna|NOUN']","['wish|VERB', 'raspberry|NOUN', 'nanna|NOUN']"
456,591,"RT @peteevansnot: There still trying to figure out if 57 is more than 46 or not.

#mkr",none,there still trying figure more than,"['still|ADV', 'try|VERB', 'figure|NOUN', 'more|ADJ', 'than|SCONJ']","['still|ADV', 'try|VERB', 'figure|NOUN']"
457,596,RT @pommy_popsock: Skippy was NOT served up alleged deconstructed lemon tart in this photo. #MKR #PetsInAdBreaks http://t.co/x0SS5G70W7,none,skippy served alleged deconstructed lemon tart this photo,"['serve|VERB', 'alleged|ADJ', 'deconstructed|ADJ', 'lemon|NOUN', 'tart|NOUN', 'this|DET', 'photo|NOUN']","['serve|VERB', 'alleged|ADJ', 'deconstructed|ADJ', 'lemon|NOUN', 'tart|NOUN', 'photo|NOUN']"
458,597,I think that the silver lining is really lightning.  Wish the storm wold hurry up and blow them away #MKR,none,think that silver lining really lightning wish storm wold hurry blow them away,"['think|VERB', 'that|SCONJ', 'silver|NOUN', 'lining|NOUN', 'really|ADV', 'lightning|NOUN', 'wish|NOUN', 'storm|NOUN', 'blow|VERB', 'away|ADV']","['think|VERB', 'silver|NOUN', 'lining|NOUN', 'really|ADV', 'lightning|NOUN', 'wish|NOUN', 'storm|NOUN', 'blow|VERB', 'away|ADV']"
459,599,RT @finicalgal: The deconstructed lemon tart looks pretty much like what your plate might look like after you've EATEN a lemon tart. #MKR,none,deconstructed lemon tart looks pretty much like what your plate might look like after eaten lemon tart,"['tart|NOUN', 'look|VERB', 'pretty|ADV', 'much|ADV', 'like|SCONJ', '-PRON-|DET', 'plate|NOUN', 'may|VERB', 'look|VERB', 'like|SCONJ', 'after|ADP', 'eat|VERB', 'lemon|NOUN', 'tart|NOUN']","['tart|NOUN', 'look|VERB', 'pretty|ADV', 'much|ADV', 'like|SCONJ', 'plate|NOUN', 'may|VERB', 'look|VERB', 'like|SCONJ', 'eat|VERB', 'lemon|NOUN', 'tart|NOUN']"
460,600,"RT @paul_ricketts: The strategy is working! Tonight, channel7 are having to make up their own tweets lol #Mkr #MKR2015",none,strategy working tonight channel having make their tweets,"['strategy|NOUN', 'work|VERB', 'tonight|NOUN', 'channel|NOUN', 'have|VERB', 'make|VERB', '-PRON-|DET', 'tweet|NOUN']","['strategy|NOUN', 'work|VERB', 'tonight|NOUN', 'channel|NOUN', 'make|VERB', 'tweet|NOUN']"
461,601,"RT @benkearns3: Ohhhhh it's hit the fan, trouble she come!  #MKR",none,ohhhhh trouble come,"['ohhhhh|NOUN', 'trouble|NOUN', 'come|VERB']","['ohhhhh|NOUN', 'trouble|NOUN', 'come|VERB']"
462,603,RT @LisaMRomano: @mwhitey1 I'm as sassy as a sausage in a butcher's shop #mkr,none,sassy sausage butcher shop,"['sausage|NOUN', 'butcher|NOUN', 'shop|NOUN']","['sausage|NOUN', 'butcher|NOUN', 'shop|NOUN']"
463,604,RT @GrumpyPigeon: #MKR who's the dude wearing a hat to the table.. Grandma would give him a good hit for being so rude!,none,dude wearing table grandma would give good being rude,"['dude|ADJ', 'wear|VERB', 'table|NOUN', 'grandma|NOUN', 'would|VERB', 'give|VERB', 'good|ADJ', 'be|AUX', 'rude|ADJ']","['dude|ADJ', 'wear|VERB', 'table|NOUN', 'grandma|NOUN', 'would|VERB', 'give|VERB', 'good|ADJ', 'rude|ADJ']"
464,606,"RT @PatriceChienne: pretty: adjective 1.) attractive in a delicate way without being truly beautiful.""a pretty little girl with an engaging…",none,pretty adjective attractive delicate without being truly beautiful pretty little girl with engaging,"['pretty|ADV', 'adjective|ADJ', 'attractive|ADJ', 'delicate|ADJ', 'without|ADP', 'be|AUX', 'truly|ADV', 'beautiful|ADJ', 'pretty|ADV', 'little|ADJ', 'girl|NOUN', 'with|ADP', 'engage|VERB']","['pretty|ADV', 'adjective|ADJ', 'attractive|ADJ', 'delicate|ADJ', 'without|ADP', 'truly|ADV', 'beautiful|ADJ', 'pretty|ADV', 'little|ADJ', 'girl|NOUN', 'engage|VERB']"
465,608,RT @CarlyandTresne: Really!!! Really!!! Another round!! #MKR those butcher promo girls better be nice to Sheri and Emilie.,none,really really another round those butcher promo girls better nice sheri emilie,"['really|ADV', 'really|ADV', 'another|DET', 'round|ADP', 'those|DET', 'butcher|NOUN', 'promo|NOUN', 'girl|NOUN', 'well|ADV']","['really|ADV', 'really|ADV', 'another|DET', 'round|ADP', 'butcher|NOUN', 'promo|NOUN', 'girl|NOUN', 'well|ADV']"
466,610,"RT @Former_legend: That kitchen looks like they've re-enacted '2 Girls, 1 Cup'.

#MKR",sexism,that kitchen looks like they enacted girls,"['that|DET', 'kitchen|NOUN', 'look|VERB', 'like|SCONJ', 'enact|VERB', 'girl|NOUN']","['kitchen|NOUN', 'look|VERB', 'like|SCONJ', 'enact|VERB', 'girl|NOUN']"
467,611,"Promo ""models"" are the dangle berry of the modeling world. Shit. #MKR",sexism,promo models dangle berry modeling world shit,"['model|NOUN', 'berry|NOUN', 'modeling|NOUN', 'world|NOUN']","['model|NOUN', 'berry|NOUN', 'modeling|NOUN', 'world|NOUN']"
468,613,"Love a subtle menu. Sausage, spatchCOCK, tart. Perfect. #MKR #whereisyourdignity",sexism,love subtle menu sausage spatchcock tart perfect,"['sausage|VERB', 'tart|ADV', 'perfect|ADJ']","['sausage|VERB', 'tart|ADV', 'perfect|ADJ']"
469,614,@breeannamclovin cock for main and extra tart for pudding... Think they're trying subliminal messaging? #mkr #subtleasasledgehammer,sexism,cock main extra tart pudding think they trying subliminal messaging,"['cock|VERB', 'main|ADJ', 'extra|ADJ', 'tart|ADJ', 'pudding|NOUN', 'think|VERB', 'try|VERB', 'subliminal|ADJ', 'messaging|NOUN']","['cock|VERB', 'main|ADJ', 'extra|ADJ', 'tart|ADJ', 'pudding|NOUN', 'think|VERB', 'try|VERB', 'subliminal|ADJ', 'messaging|NOUN']"
470,615,"""It's a deconstructed tart like us."" #MKR",sexism,deconstructed tart like,"['deconstruct|VERB', 'tart|ADV', 'like|SCONJ']","['deconstruct|VERB', 'tart|ADV', 'like|SCONJ']"
471,616,"Ah feminism is still going strong, ""At least we're still two young,hot, blondes."" #MKR",sexism,feminism still going strong least still young blondes,"['feminism|NOUN', 'still|ADV', 'go|VERB', 'strong|ADV', 'least|ADJ', 'still|ADV', 'young|ADJ', 'blonde|NOUN']","['feminism|NOUN', 'still|ADV', 'go|VERB', 'strong|ADV', 'least|ADJ', 'still|ADV', 'young|ADJ', 'blonde|NOUN']"
472,618,Three is a low score. Good work Sherlock. #MKR,none,three score good work sherlock,"['three|NUM', 'score|NOUN', 'good|ADJ', 'work|NOUN', 'sherlock|NOUN']","['three|NUM', 'score|NOUN', 'good|ADJ', 'work|NOUN', 'sherlock|NOUN']"
473,621,Deconstructed mean rustic now. Good to know. I make deconstructed stuff all the time then. #mkr,none,deconstructed mean rustic good know make deconstructed stuff time then,"['mean|VERB', 'rustic|ADJ', 'good|ADJ', 'know|VERB', 'make|VERB', 'deconstructed|ADJ', 'stuff|NOUN', 'time|NOUN', 'then|ADV']","['mean|VERB', 'rustic|ADJ', 'good|ADJ', 'know|VERB', 'make|VERB', 'deconstructed|ADJ', 'stuff|NOUN', 'time|NOUN']"
474,622,"@zozorixon we've got 2016 wrapped up. ""Robaboon and Zozo: Strangers that have never met."" #mkr",none,wrapped robaboon zozo strangers that have never,"['wrap|VERB', 'stranger|NOUN', 'that|DET', 'have|AUX', 'never|ADV']","['wrap|VERB', 'stranger|NOUN', 'never|ADV']"
475,623,"I like these girls, ""we're totes pretty so let's get the men thinking with their spatchcocks, but how... Oh!"" #MKR",none,like these girls totes pretty thinking with their spatchcocks,"['like|SCONJ', 'these|DET', 'girl|NOUN', 'tote|VERB', 'pretty|ADV', 'think|VERB', 'with|ADP', '-PRON-|DET', 'spatchcock|NOUN']","['like|SCONJ', 'girl|NOUN', 'tote|VERB', 'pretty|ADV', 'think|VERB', 'spatchcock|NOUN']"
476,624,#killerblondes ?? Have the producers lost the plot or have my eyes failed? In what universe are they even remotely hot in?? #MKR,sexism,have producers lost plot have eyes failed what universe they even remotely,"['have|AUX', 'producer|NOUN', 'lose|VERB', 'plot|NOUN', 'have|AUX', 'eye|NOUN', 'fail|VERB', 'what|DET', 'universe|NOUN', 'even|ADV', 'remotely|ADV']","['producer|NOUN', 'lose|VERB', 'plot|NOUN', 'eye|NOUN', 'fail|VERB', 'universe|NOUN', 'even|ADV', 'remotely|ADV']"
477,625,Promo girls?! What do they promo??? Gloves and gumboots? #3outof10 #MKR #MKR2015,sexism,promo girls what they promo gloves gumboots,"['girl|NOUN', 'promo|VERB', 'glove|VERB', 'gumboot|NOUN']","['girl|NOUN', 'promo|VERB', 'glove|VERB', 'gumboot|NOUN']"
478,626,This Colin guy is a tool... how rigged is the scoring?!! 7's for main and dessert?? How ridiculous based on past scores. #MKR,sexism,this colin tool rigged scoring main dessert ridiculous based past scores,"['this|DET', 'tool|NOUN', 'rig|VERB', 'score|VERB', 'main|ADJ', 'dessert|NOUN', 'ridiculous|ADV', 'base|VERB', 'past|ADJ', 'score|NOUN']","['tool|NOUN', 'rig|VERB', 'score|VERB', 'main|ADJ', 'dessert|NOUN', 'ridiculous|ADV', 'base|VERB', 'past|ADJ', 'score|NOUN']"
479,628,They're staying...just so that the producers can have a showdown between them and the posh bitches #mkr #bringit,sexism,they staying just that producers have showdown between them posh bitches,"['stay|VERB', 'just|ADV', 'that|SCONJ', 'producer|NOUN', 'have|AUX', 'showdown|VERB', 'between|ADP', 'posh|ADJ', 'bitch|NOUN']","['stay|VERB', 'producer|NOUN', 'showdown|VERB', 'posh|ADJ', 'bitch|NOUN']"
480,629,"This desert is a hot mess...like its makers, minus the hot #mkr",sexism,this desert mess like makers minus,"['this|DET', 'desert|NOUN', 'mess|NOUN', 'like|SCONJ', 'maker|NOUN', 'minus|CCONJ']","['desert|NOUN', 'mess|NOUN', 'like|SCONJ', 'maker|NOUN', 'minus|CCONJ']"
481,631,"Kat stop smiling you fool...they could get 10, they won't but be humble #mkr",sexism,stop smiling fool they could they humble,"['stop|VERB', 'smile|VERB', 'fool|NOUN', 'could|VERB', 'humble|VERB']","['stop|VERB', 'smile|VERB', 'fool|NOUN', 'could|VERB', 'humble|VERB']"
482,632,The blonde bitches are gone...yet Satan remains #mkr,sexism,blonde bitches gone satan remains,"['blonde|ADJ', 'bitch|NOUN', 'go|VERB', 'remain|VERB']","['blonde|ADJ', 'bitch|NOUN', 'go|VERB', 'remain|VERB']"
483,633,I think you've been estimated enough #mkr,none,think been estimated enough,"['think|VERB', 'be|AUX', 'estimate|VERB', 'enough|ADV']","['think|VERB', 'estimate|VERB', 'enough|ADV']"
484,636,'It's a crime against cooking' the shade #mkr,none,crime against cooking shade,"['crime|NOUN', 'against|ADP', 'cooking|NOUN', 'shade|NOUN']","['crime|NOUN', 'cooking|NOUN', 'shade|NOUN']"
485,638,Who the hell would want meatballs for breakfast...unless you're recovering from a killer hangover #mkr,none,hell would want meatballs breakfast unless recovering from killer hangover,"['would|VERB', 'want|VERB', 'meatball|NOUN', 'breakfast|NOUN', 'unless|SCONJ', 'recover|VERB', 'from|ADP', 'hangover|ADV']","['would|VERB', 'want|VERB', 'meatball|NOUN', 'breakfast|NOUN', 'unless|SCONJ', 'recover|VERB', 'hangover|ADV']"
486,639,Did Celine just make an elephant joke? Girl your making it too easy #mkr,none,celine just make elephant joke girl your making easy,"['just|ADV', 'make|VERB', 'elephant|NOUN', 'joke|NOUN', 'girl|NOUN', '-PRON-|DET', 'make|VERB', 'easy|ADV']","['make|VERB', 'elephant|NOUN', 'joke|NOUN', 'girl|NOUN', 'make|VERB', 'easy|ADV']"
487,640,I would say Josh take your top off...but I feel like we'd be underwhelmed #mkr #wherearethehotmen,none,would josh take your feel like underwhelmed,"['would|VERB', 'take|VERB', '-PRON-|DET', 'feel|NOUN', 'like|SCONJ', 'underwhelmed|ADJ']","['would|VERB', 'take|VERB', 'feel|NOUN', 'like|SCONJ', 'underwhelmed|ADJ']"
488,642,He saved them cause he wants to bang them #mkr,sexism,saved them cause wants bang them,"['save|VERB', 'cause|VERB', 'want|VERB']","['save|VERB', 'cause|VERB', 'want|VERB']"
489,643,"I don't think I can sit through any more of those blonde slags. This might be me, breaking up with you, #mkr.",sexism,think through more those blonde slags this might breaking with,"['think|VERB', 'through|ADP', 'more|ADJ', 'those|DET', 'blonde|ADJ', 'slag|NOUN', 'this|DET', 'may|VERB', 'break|VERB', 'with|ADP']","['think|VERB', 'blonde|ADJ', 'slag|NOUN', 'may|VERB', 'break|VERB']"
490,644,These girls should know skinny sausages are no fun at all. #mkr,sexism,these girls should know skinny sausages,"['these|DET', 'girl|NOUN', 'should|VERB', 'know|VERB', 'skinny|ADJ', 'sausage|NOUN']","['girl|NOUN', 'know|VERB', 'skinny|ADJ', 'sausage|NOUN']"
491,646,Those kisses on the mirror look like. ....cats arses #mkr,none,those kisses mirror look like cats arses,"['those|DET', 'kiss|NOUN', 'mirror|VERB', 'look|VERB', 'like|SCONJ', 'cat|NOUN', 'arsis|NOUN']","['kiss|NOUN', 'mirror|VERB', 'look|VERB', 'like|SCONJ', 'cat|NOUN', 'arsis|NOUN']"
492,648,Could slip into town and grab a carton while these bloody #mkr adds are on,none,could slip into town grab carton while these bloody adds,"['could|VERB', 'slip|VERB', 'into|ADP', 'while|SCONJ', 'these|DET', 'bloody|ADJ', 'add|VERB']","['could|VERB', 'slip|VERB', 'bloody|ADJ', 'add|VERB']"
493,650,Colin was pretty nice to the girls. Do you think he's giving them the dick? #MKR,sexism,colin pretty nice girls think giving them dick,"['pretty|ADV', 'nice|ADJ', 'girl|NOUN', 'think|VERB', 'give|VERB']","['pretty|ADV', 'nice|ADJ', 'girl|NOUN', 'think|VERB', 'give|VERB']"
494,651,"""Your sausage was a little bit short"" bet Colin's been told that before #MKR",sexism,your sausage little short colin been told that before,"['-PRON-|DET', 'sausage|NOUN', 'little|ADJ', 'short|ADJ', 'colin|NOUN', 'be|AUX', 'tell|VERB', 'that|SCONJ', 'before|ADV']","['sausage|NOUN', 'little|ADJ', 'short|ADJ', 'colin|NOUN', 'tell|VERB']"
495,660,I feel like making pancakes #MKR,none,feel like making pancakes,"['feel|VERB', 'like|SCONJ', 'make|VERB', 'pancake|NOUN']","['feel|VERB', 'like|SCONJ', 'make|VERB', 'pancake|NOUN']"
496,661,The Greeks gonna serve up raw eggs? #MKR,none,greeks gonna serve eggs,"['go|VERB', 'to|PART', 'serve|VERB', 'egg|NOUN']","['go|VERB', 'serve|VERB', 'egg|NOUN']"
497,662,Are you kidding me? These girls on #MKR didn't cook their own tomatoes or peppers?!?,sexism,kidding these girls didn cook their tomatoes peppers,"['kid|VERB', 'these|DET', 'girl|NOUN', 'cook|VERB', '-PRON-|DET', 'tomato|NOUN', 'pepper|NOUN']","['kid|VERB', 'girl|NOUN', 'cook|VERB', 'tomato|NOUN', 'pepper|NOUN']"
498,663,If it's rigged like every other year the Nasty girls will get through for ratings #MKR,sexism,rigged like every other year nasty girls will through ratings,"['rig|VERB', 'like|SCONJ', 'every|DET', 'other|ADJ', 'year|NOUN', 'nasty|ADJ', 'girl|NOUN', 'will|VERB', 'through|ADP', 'rating|NOUN']","['rig|VERB', 'like|SCONJ', 'every|DET', 'year|NOUN', 'nasty|ADJ', 'girl|NOUN', 'rating|NOUN']"
499,664,"RT @exposerealitytv: The ""promo girls"" should be on cigarette packets smiling then everyone would quit #mkr",sexism,promo girls should cigarette packets smiling then everyone would quit,"['girl|NOUN', 'should|VERB', 'cigarette|VERB', 'packet|NOUN', 'smile|VERB', 'then|ADV', 'would|VERB', 'quit|VERB']","['girl|NOUN', 'cigarette|VERB', 'packet|NOUN', 'smile|VERB', 'would|VERB', 'quit|VERB']"
500,665,You have a face like a dropped pie lol #MKR,none,have face like dropped,"['have|AUX', 'face|NOUN', 'like|SCONJ', 'drop|VERB']","['face|NOUN', 'like|SCONJ', 'drop|VERB']"
